,Rendement Annuel (%),Volatilité (%),Sharpe Ratio,Skewness,Kurtosis,Min Return (%),Max Return (%),Secteur
APD,6.57382473662647,29.929332500590057,0.1528208066964506,-1.0311242675475603,14.605337489741245,-16.90315319772579,12.859818877968715,Materials
ECL,5.068639726192572,30.226532042146065,0.10152139590191307,0.12011500912359878,16.44612119107039,-12.490944405089904,20.016968075591365,Materials
SHW,12.037685574505383,29.673931230472277,0.3382661197313029,-0.8438470879267703,16.499239569634344,-20.674156804617517,13.496063580427203,Materials
PPG,-0.11275827408939038,29.898905527876718,-0.07066339843508743,-0.41447726978579996,6.786399515096102,-13.348590032817922,12.374239458447738,Materials
MLM,12.754412784217028,34.30766073488637,0.3134697194111287,-0.31210766413152896,6.714077914902338,-14.55875754571571,12.659577577614614,Materials
VMC,12.232576561079519,33.01520446770817,0.3099352775806037,-0.4590965433893679,12.294922334993688,-19.376413875260987,16.352348209863408,Materials
NUE,16.437765407416734,40.68062697076568,0.35490518417506567,-0.2407323258752367,4.5102847785488365,-15.675831512223375,14.837465926974463,Materials
STLD,25.492294758007255,43.42110465762561,0.5410340189003353,-0.1846913757274564,7.301774672066227,-20.05182837774405,17.747111652197237,Materials
FCX,21.533428977269697,50.12469819440627,0.3896966900730298,0.023356808234624275,6.56296062037557,-19.91287777217415,25.993533035271987,Materials
ALB,4.35988705178859,52.95954886867236,0.044560180405625684,-0.5719781094420326,4.013087108685246,-22.202613288339936,12.872864754169026,Materials
DD,5.414758599116368,33.54305173814681,0.1018022637228603,-0.4312084227803104,8.190055742326209,-15.134294018015442,13.150885283176251,Materials
PLD,5.9857111793505124,31.134821290624203,0.12801458348343728,-0.6918966608267925,10.543431758470305,-18.959507583912092,11.163384930506824,Real Estate
AMT,-1.7153122506192755,30.033823655011133,-0.12370427066815971,-0.08399537990058484,8.3400929669234,-16.444807741143595,11.530856496358552,Real Estate
CCI,-4.505964489519189,29.175549257156337,-0.22299372780182952,-0.12512813402937775,5.84159022527383,-13.26751542334496,10.741364895337437,Real Estate
SPG,8.832327588698325,47.60524754640423,0.14352047181433872,-0.9789019639911343,23.841258486665645,-31.078290167239782,24.583898848917364,Real Estate
O,-0.7161538936207227,31.65403397048952,-0.0858075118056973,-3.5865162042856573,59.781573455960874,-28.675554685187617,15.625804225162723,Real Estate
PSA,10.821235309765108,26.45099892498759,0.3334934659663046,-0.7718068804216262,5.519293996394197,-12.252006744187414,6.167051887950978,Real Estate
WELL,11.898568460758305,39.67732325109035,0.24947671994194534,-0.8680695767995535,26.47700307365945,-27.965392248122523,20.846678931307753,Real Estate
EQIX,11.127095937749113,30.157813525988864,0.302644484815974,0.1309623576948291,5.5881010654862,-13.54168343638594,10.976879460814366,Real Estate
NEE,5.823235615206203,29.93654397437952,0.12771132227147622,-0.45363680934055883,8.24750995873931,-14.406728049168343,12.830865150177532,Utilities
DUK,7.331313868160791,24.200187788491654,0.22030051645698737,-0.1690798465398797,13.267562510961497,-12.219120453128436,11.60113216540541,Utilities
SO,9.127188537927015,25.953079797536493,0.27461821847453877,0.338494954826959,20.192590935050383,-12.517583690869927,17.204937299808286,Utilities
D,-3.962313327487176,27.836583581080802,-0.21418983799216926,-0.3451164821139305,14.952112931938888,-13.139898812732023,15.89874424279566,Utilities
AEP,3.242303639415135,24.38692768005753,0.050941375466128605,-0.2853333074059171,10.083443653390015,-12.31025639082183,11.04901976648604,Utilities
EXC,6.348842932161229,28.377913628997558,0.1532474511345833,-0.2510599938159459,19.493373916477466,-17.54148007280414,16.54644092787158,Utilities
